BEGINN_DATUM;BEGINN_UHRZEIT;ENDE_DATUM;ENDE_UHRZEIT;NETZREGION;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE
09.01.2015;00:00;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;80;80;1920;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
09.01.2015;00:00;09.01.2015;01:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;80;80;80;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
09.01.2015;02:00;09.01.2015;08:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;155;250;930;50Hertz;50Hertz & TenneT DE;Boxberg
09.01.2015;05:00;09.01.2015;17:00;Grenzregion RZ 50Hertz - RZ CEPS;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;42;200;500;50Hertz;50Hertz & CEPS;Jaenschwalde
09.01.2015;06:00;09.01.2015;23:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;158;420;2680;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
09.01.2015;06:00;09.01.2015;10:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;79;200;318;TenneT DE;50Hertz & TenneT DE;Zolling 5
09.01.2015;06:00;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;2360;2722;42475;50Hertz;50Hertz & TenneT DE;Jaenschwalde, Lippendorf EnBW, Schkopau
09.01.2015;06:15;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;513;530;9110;TransnetBW;50Hertz;Heizkraftwerk Heilbronn
09.01.2015;06:15;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;513;530;9110;TransnetBW;50Hertz;Kraftwerk Lippendorf
09.01.2015;06:15;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;275;280;4881;TransnetBW;50Hertz;Heizkraftwerk Altbach/Deizisau 
09.01.2015;06:15;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;275;280;4881;TransnetBW;50Hertz;Kraftwerk Lippendorf
09.01.2015;07:00;09.01.2015;20:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;488;493;6343;50Hertz;50Hertz & PSE;Rostock
09.01.2015;07:00;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;40;40;680;TransnetBW;50Hertz;Heizkraftwerk Heilbronn
09.01.2015;07:00;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;40;40;680;TransnetBW;50Hertz;Kraftwerk Lippendorf
09.01.2015;07:00;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;38;142;654;TransnetBW;50Hertz;Vorarlberger Illwerke AG
09.01.2015;07:00;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;38;142;654;TransnetBW;50Hertz;Kraftwerk Lippendorf
09.01.2015;07:30;09.01.2015;11:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;217;270;760;TenneT DE;50Hertz & TenneT DE;Gebersdorf 1
09.01.2015;07:30;09.01.2015;11:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;130;455;TenneT DE;TenneT DE;Kiel
09.01.2015;07:30;09.01.2015;11:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;170;455;TenneT DE;TenneT DE;Brokdorf
09.01.2015;07:30;09.01.2015;08:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;60;60;30;TenneT DE;TenneT DE;Gebersdorf 2
09.01.2015;07:30;09.01.2015;14:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;184;313;1198;TenneT DE;TenneT DE;Zolling 5
09.01.2015;08:00;09.01.2015;19:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;110;115;1215;TenneT DE;50Hertz & TenneT DE;Zolling 5
09.01.2015;08:00;09.01.2015;11:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;600;50Hertz;50Hertz & TenneT DE;Schkopau
09.01.2015;10:00;09.01.2015;16:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;233;300;1400;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe
09.01.2015;11:00;09.01.2015;16:00;RZ TenneT DE;Gezielter Leistungsausgleich bei Einspeisemanagement;Wirkleistungseinspeisung erhoehen;40;40;200;TenneT DE;TenneT DE;Gebersdorf 2
09.01.2015;11:00;09.01.2015;16:00;RZ TenneT DE;Gezielter Leistungsausgleich bei Einspeisemanagement;Wirkleistungseinspeisung erhoehen;40;40;200;TenneT DE;TenneT DE;Gebersdorf 2
09.01.2015;11:00;09.01.2015;12:00;RZ TenneT DE;Gezielter Leistungsausgleich bei Einspeisemanagement;Wirkleistungseinspeisung erhoehen;10;10;10;TenneT DE;TenneT DE;Gebersdorf 1
09.01.2015;11:00;09.01.2015;12:00;RZ TenneT DE;Gezielter Leistungsausgleich bei Einspeisemanagement;Wirkleistungseinspeisung erhoehen;30;30;30;TenneT DE;TenneT DE;Gebersdorf 1
09.01.2015;11:00;09.01.2015;16:00;RZ TenneT DE;Gezielter Leistungsausgleich bei Einspeisemanagement;Wirkleistungseinspeisung erhoehen;50;50;250;TenneT DE;TenneT DE;Gebersdorf 2
09.01.2015;12:00;09.01.2015;23:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;115;220;1260;TenneT DE;50Hertz & TenneT DE;Gebersdorf 1
09.01.2015;15:15;09.01.2015;18:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;210;270;578;TenneT DE;TenneT DE;Brokdorf
09.01.2015;15:45;09.01.2015;17:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;350;TenneT DE;TenneT DE;Gebersdorf 2
09.01.2015;16:45;10.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;131;255;951;TenneT DE;50Hertz & TenneT DE;Zolling 5
09.01.2015;17:00;09.01.2015;19:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;160;160;320;50Hertz;50Hertz & TenneT DE;Schkopau
09.01.2015;17:00;09.01.2015;21:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;35;75;142;50Hertz;50Hertz & TenneT DE;Jaenschwalde
09.01.2015;20:00;09.01.2015;21:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;100;50Hertz;50Hertz & TenneT DE;Schkopau
09.01.2015;23:45;10.01.2015;00:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;4;4;1;TenneT DE;TenneT DE;Huntorf
10.01.2015;00:00;10.01.2015;02:45;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;4;4;11;TenneT DE;TenneT DE;Huntorf
10.01.2015;00:00;10.01.2015;15:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;181;420;2721;TenneT DE;50Hertz & TenneT DE;Zolling 5
10.01.2015;00:00;11.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1721;2362;41298;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf EnBW, Schkopau, Schwarze Pumpe
10.01.2015;00:00;10.01.2015;03:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;318;390;955;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Schwarze Pumpe
10.01.2015;00:00;10.01.2015;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;215;250;430;TransnetBW;50Hertz;Heizkraftwerk Altbach/Deizisau 
10.01.2015;00:00;10.01.2015;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;215;250;430;TransnetBW;50Hertz;Kraftwerk Lippendorf
10.01.2015;00:00;10.01.2015;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;310;360;620;TransnetBW;50Hertz;Heizkraftwerk Heilbronn
10.01.2015;00:00;10.01.2015;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;310;360;620;TransnetBW;50Hertz;Kraftwerk Lippendorf
10.01.2015;00:00;10.01.2015;01:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;50;50;50;TransnetBW;50Hertz;Heizkraftwerk Heilbronn
10.01.2015;00:00;10.01.2015;01:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;50;TransnetBW;50Hertz;Kraftwerk Lippendorf
10.01.2015;01:00;10.01.2015;03:45;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;173;310;476;TenneT DE;50Hertz & TenneT DE;Zolling 5
10.01.2015;01:00;11.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;356;770;8186;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
10.01.2015;07:15;10.01.2015;17:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;168;335;1639;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
10.01.2015;07:45;10.01.2015;10:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;120;260;270;TenneT DE;50Hertz & TenneT DE;Zolling 5
10.01.2015;08:00;10.01.2015;12:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;564;700;2254;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Schwarze Pumpe
10.01.2015;08:15;10.01.2015;17:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;139;280;1215;TenneT DE;50Hertz & TenneT DE;Gebersdorf 1
10.01.2015;09:00;10.01.2015;11:00;Grenzregion RZ 50Hertz - RZ CEPS;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;179;200;358;50Hertz;50Hertz & CEPS;Boxberg, Jaenschwalde, Schwarze Pumpe
10.01.2015;09:00;10.01.2015;11:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;269;300;538;50Hertz;50Hertz & PSE;Boxberg, Jaenschwalde, Schwarze Pumpe
10.01.2015;11:00;10.01.2015;12:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;190;190;190;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf VE, Schwarze Pumpe
10.01.2015;12:00;10.01.2015;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;60;60;60;TenneT DE;50Hertz & TenneT DE;Zolling 5
10.01.2015;12:00;10.01.2015;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;50Hertz & TenneT DE;Boxberg, Schwarze Pumpe
10.01.2015;15:00;10.01.2015;17:00;RZ TenneT DE;Gezielter Leistungsausgleich bei Einspeisemanagement;Wirkleistungseinspeisung erhoehen;15;15;30;TenneT DE;TenneT DE;Zolling 5
10.01.2015;15:00;10.01.2015;17:00;RZ TenneT DE;Gezielter Leistungsausgleich bei Einspeisemanagement;Wirkleistungseinspeisung erhoehen;100;100;200;TenneT DE;TenneT DE;Zolling 5
10.01.2015;16:00;10.01.2015;17:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;50Hertz & TenneT DE;Boxberg, Schwarze Pumpe
10.01.2015;16:45;11.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;212;290;1536;TenneT DE;50Hertz & TenneT DE;Zolling 5
10.01.2015;17:00;10.01.2015;20:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;300;TenneT DE;50Hertz & TenneT DE;Gebersdorf 1
10.01.2015;17:00;10.01.2015;20:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;190;240;570;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
10.01.2015;17:00;10.01.2015;20:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;145;390;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf VE, Schwarze Pumpe
11.01.2015;00:00;11.01.2015;01:15;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;166;205;208;TenneT DE;50Hertz & TenneT DE;Zolling 5
11.01.2015;00:00;11.01.2015;01:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;903;903;903;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf EnBW, Schkopau, Schwarze Pumpe
11.01.2015;00:00;12.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;434;770;10420;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
11.01.2015;01:00;11.01.2015;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;882;882;882;50Hertz;50Hertz & TenneT DE;Lippendorf EnBW
11.01.2015;02:00;11.01.2015;06:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1262;1283;5047;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf EnBW, Schkopau, Schwarze Pumpe
11.01.2015;06:00;11.01.2015;07:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;882;882;882;50Hertz;50Hertz & TenneT DE;Lippendorf EnBW
11.01.2015;07:00;12.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1582;2732;26889;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf EnBW, Schkopau, Schwarze Pumpe
11.01.2015;07:30;11.01.2015;19:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;259;280;2982;Amprion;TenneT DE;Bergkamen
11.01.2015;17:00;11.01.2015;19:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;585;670;1170;50Hertz;50Hertz & TenneT DE;Jaenschwalde
11.01.2015;17:00;11.01.2015;19:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;500;500;1000;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
12.01.2015;00:00;13.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;463;658;11105;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
12.01.2015;00:00;13.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;882;882;21168;50Hertz;50Hertz & TenneT DE;Lippendorf EnBW
12.01.2015;04:00;12.01.2015;06:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;270;300;539;50Hertz;50Hertz & TenneT DE;Jaenschwalde
12.01.2015;04:30;13.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;141;466;2748;TransnetBW;50Hertz;Heizkraftwerk Heilbronn
12.01.2015;04:30;13.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;141;466;2748;TransnetBW;50Hertz;Kraftwerk Lippendorf
12.01.2015;05:30;13.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;715;800;13225;TransnetBW;50Hertz;Rheinhafen-Dampfkraftwerk Karlsruhe
12.01.2015;05:30;13.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;715;800;13225;TransnetBW;50Hertz;Kraftwerk Lippendorf
12.01.2015;06:00;12.01.2015;11:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;163;272;814;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
12.01.2015;06:00;12.01.2015;07:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;700;700;700;50Hertz;50Hertz & TenneT DE;Jaenschwalde, Lippendorf VE
12.01.2015;06:00;13.01.2015;00:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;396;494;7127;50Hertz;50Hertz;Rostock
12.01.2015;06:00;12.01.2015;08:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;161;183;323;50Hertz;50Hertz & TenneT DE;Lippendorf VE
12.01.2015;06:00;13.01.2015;00:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;396;494;7127;50Hertz;50Hertz;Rostock
12.01.2015;07:00;13.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1179;1700;20050;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf VE, Moorburg, Schkopau, Schwarze Pumpe
12.01.2015;07:00;12.01.2015;14:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;475;491;3322;50Hertz;50Hertz & PSE;Rostock
12.01.2015;07:30;12.01.2015;13:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;124;130;682;TenneT DE;TenneT DE;Kiel
12.01.2015;07:30;12.01.2015;08:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;60;65;60;TenneT DE;TenneT DE;Farge
12.01.2015;07:45;12.01.2015;08:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;25;25;19;TenneT DE;TenneT DE;SW Muenchen KW-Pool
12.01.2015;07:45;12.01.2015;10:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;102;130;230;TenneT DE;TenneT DE;Statkraft KW-Pool
12.01.2015;08:00;12.01.2015;23:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;202;332;3037;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG 
12.01.2015;08:00;12.01.2015;14:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;184;267;1105;50Hertz;50Hertz & TenneT DE;Goldisthal, Lippendorf VE
12.01.2015;09:30;13.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;183;360;2660;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
12.01.2015;14:00;12.01.2015;16:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;300;400;50Hertz;50Hertz & TenneT DE;Jaenschwalde
12.01.2015;14:00;12.01.2015;17:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;300;600;50Hertz;50Hertz & TenneT DE;Lippendorf VE
12.01.2015;15:00;12.01.2015;16:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;152;152;152;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau 
12.01.2015;16:30;12.01.2015;19:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;118;130;325;TenneT DE;TenneT DE;Kiel
12.01.2015;17:00;12.01.2015;20:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;273;320;820;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
12.01.2015;17:00;12.01.2015;20:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;187;200;560;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
12.01.2015;17:00;12.01.2015;19:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;130;130;260;TenneT DE;TenneT DE;Gebersdorf 2
12.01.2015;17:00;12.01.2015;23:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;411;800;2464;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde
12.01.2015;17:00;12.01.2015;19:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;137;137;273;50Hertz;50Hertz & PSE;Boxberg, Schwarze Pumpe
12.01.2015;19:00;12.01.2015;21:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;400;500;50Hertz;50Hertz & TenneT DE;Jaenschwalde
12.01.2015;23:00;13.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;250;250;50Hertz;50Hertz & TenneT DE;Boxberg
13.01.2015;00:00;13.01.2015;22:30;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;166;300;3745;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
13.01.2015;00:00;13.01.2015;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;400;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe
13.01.2015;00:00;14.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;637;720;15293;TransnetBW;50Hertz;Heizkraftwerk Heilbronn
13.01.2015;00:00;14.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;637;720;15293;TransnetBW;50Hertz;Kraftwerk Lippendorf
13.01.2015;00:00;14.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;162;162;3888;TransnetBW;50Hertz;Grosskraftwerk Mannheim AG 
13.01.2015;00:00;14.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;162;162;3888;TransnetBW;50Hertz;Kraftwerk Lippendorf
13.01.2015;00:00;14.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1476;2032;35418;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf EnBW, Schkopau, Schwarze Pumpe
13.01.2015;06:00;14.01.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;332;490;5970;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe
13.01.2015;07:00;13.01.2015;10:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;367;400;1100;50Hertz;50Hertz & PSE;Boxberg, Jaenschwalde, Schwarze Pumpe
13.01.2015;08:00;13.01.2015;11:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;187;200;560;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau 
13.01.2015;08:00;13.01.2015;11:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;370;400;1111;50Hertz;50Hertz & TenneT DE;Goldisthal, Lippendorf VE
13.01.2015;09:00;13.01.2015;10:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;105;140;105;TenneT DE;TenneT DE;Gebersdorf 2
13.01.2015;09:00;13.01.2015;10:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;121;144;121;TenneT DE;TenneT DE;Mehrum
13.01.2015;09:00;13.01.2015;10:30;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;60;60;90;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
